PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
370. Brad Richardson,San Jose Sharks,,UFA,32,RW,,45,8,13,21,0,14:28,-,-,-,-,-,,"$1,150,000","$1,150,000"
371. Eddie Lack,Arizona Coyotes,,UFA,29,G,,41,-,-,-,-,-,18,13,2,2.45,.921,,"$1,000,000","$1,150,000"
372. Michael Stone,Buffalo Sabres,,UFA,27,D,,81,3,15,18,-24,20:52,-,-,-,-,-,,"$1,200,000","$1,150,000"
373. Cody McLeod,Boston Bruins,,UFA,33,"LW, RW",,82,7,5,12,-2,11:11,-,-,-,-,-,,"$1,150,000","$1,150,000"
374. Ryan Reaves,Buffalo Sabres,,UFA,30,RW,,81,6,6,12,-3,00:00,-,-,-,-,-,,"$1,125,000","$1,125,000"
375. Joe Vitale,Toronto Maple Leafs,,UFA,31,"C, RW",,70,3,6,9,-11,11:13,-,-,-,-,-,,"$950,000","$1,116,667"
376. Ben Lovejoy,Carolina Hurricanes,,UFA,33,D,,60,2,12,14,-4,18:33,-,-,-,-,-,,"$1,100,000","$1,100,000"
377. Alec Martinez,Montreal Canadiens,,UFA,30,D,,56,6,16,22,9,19:55,-,-,-,-,-,,"$1,100,000","$1,100,000"
378. Michael Raffl,Philadelphia Flyers,,UFA,28,"LW, C",,67,21,7,28,6,14:11,-,-,-,-,-,,"$1,000,000","$1,100,000"
379. Kyle Clifford,Philadelphia Flyers,,UFA,26,LW,,80,6,9,15,5,10:44,-,-,-,-,-,,"$1,200,000","$1,075,000"
380. Dalton Prout,New York Islanders,,UFA,27,D,,63,0,8,8,-14,18:24,-,-,-,-,-,,"$1,050,000","$1,075,000"
381. Al Montoya,Pittsburgh Penguins,,UFA,32,G,,20,-,-,-,-,-,6,7,0,3.01,.892,,"$1,000,000","$1,050,000"
382. Mike Ribeiro,Tampa Bay Lightning,,UFA,37,C,,82,15,47,62,11,18:44,-,-,-,-,-,,"$1,050,000","$1,050,000"
383. Mattias Ekholm,Los Angeles Kings,,UFA,27,D,,80,7,11,18,12,19:00,-,-,-,-,-,,"$1,037,500","$1,037,500"
384. Dale Weise,Washington Capitals,,UFA,28,RW,,79,10,19,29,21,12:10,-,-,-,-,-,,"$1,025,000","$1,025,000"
385. Marco Scandella,Dallas Stars,,UFA,27,D,,64,11,12,23,8,21:43,-,-,-,-,-,,"$1,150,000","$1,025,000"
386. Carl Soderberg,Anaheim Ducks,,UFA,31,"C, LW",,82,13,31,44,10,16:48,-,-,-,-,-,,"$1,000,000","$1,008,333"
387. Steve Downie,Philadelphia Flyers,M-NTC,UFA,30,"RW, LW",,72,14,14,28,2,12:26,-,-,-,-,-,,"$1,000,000","$1,000,000"
388. Thomas Greiss,Arizona Coyotes,,UFA,31,G,,20,-,-,-,-,-,9,6,0,2.59,.908,,"$1,000,000","$1,000,000"
389. Jake Muzzin,Winnipeg Jets,,UFA,28,D,,76,10,31,41,-4,22:41,-,-,-,-,-,,"$1,000,000","$1,000,000"
390. Ray Emery,Florida Panthers,,UFA,34,G,,31,-,-,-,-,-,10,11,0,3.06,.894,,"$1,000,000","$1,000,000"
391. Matt Irwin,Vancouver Canucks,,UFA,29,D,,53,8,11,19,3,17:01,-,-,-,-,-,,"$1,100,000","$1,000,000"
392. Jay McClement,New York Islanders,,UFA,34,C,,82,7,14,21,-7,13:34,-,-,-,-,-,,"$1,000,000","$1,000,000"
393. Matt Martin,New York Islanders,,UFA,28,"LW, RW",,78,8,6,14,-4,11:16,-,-,-,-,-,,"$1,100,000","$1,000,000"
394. Casey Cizikas,Philadelphia Flyers,,UFA,26,C,,70,9,9,18,-2,12:31,-,-,-,-,-,,"$800,000","$1,000,000"
395. Justin Fontaine,New York Rangers,,UFA,29,RW,,71,9,22,31,13,11:57,-,-,-,-,-,,"$950,000","$1,000,000"
396. Radko Gudas,Winnipeg Jets,,UFA,27,D,,31,2,3,5,-5,17:00,-,-,-,-,-,,"$1,000,000","$991,667"
397. Matt Calvert,Columbus Blue Jackets,,UFA,27,LW,,56,13,10,23,1,15:59,-,-,-,-,-,,"$1,125,000","$987,500"
398. J.T. Brown,Calgary Flames,,UFA,27,RW,,52,3,6,9,-2,10:36,-,-,-,-,-,,"$925,000","$950,000"
399. Riley Sheahan,Tampa Bay Lightning,,RFA,25,C,,79,13,23,36,-3,15:38,-,-,-,-,-,,"$850,000","$950,000"
400. Gustav Nyquist,Minnesota Wild,,UFA,27,"RW, C, LW",,82,27,27,54,-11,16:39,-,-,-,-,-,,"$1,050,000","$950,000"
401. Jesse Joensuu,Anaheim Ducks,,UFA,29,LW,,20,2,2,4,-8,10:37,-,-,-,-,-,,"$1,000,000","$950,000"
402. Josh Manson,Carolina Hurricanes,,RFA,25,D,,28,0,3,3,1,18:26,-,-,-,-,-,,"$925,000","$925,000"
403. Vladislav Namestnikov,St. Louis Blues,,RFA,24,"C, LW",,43,9,7,16,1,11:59,-,-,-,-,-,,"$925,000","$925,000"
404. Andrei Vasilevskiy,Washington Capitals,,RFA,23,G,,16,-,-,-,-,-,7,5,1,2.36,.918,,"$925,000","$925,000"
405. Leon Draisaitl,Washington Capitals,,RFA,21,C,,37,2,7,9,-17,12:41,-,-,-,-,-,,"$925,000","$925,000"
406. Nail Yakupov,Florida Panthers,,RFA,23,"RW, LW",,81,14,19,33,-35,15:26,-,-,-,-,-,,"$925,000","$925,000"
407. Buddy Robinson,Philadelphia Flyers,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
408. Garrett Thompson,St. Louis Blues,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
409. Julius Honka,New York Islanders,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
410. Jonathan Marchessault,Vegas Golden Knights,,UFA,26,C,,2,1,0,1,1,11:56,-,-,-,-,-,,"$925,000","$925,000"
411. Johnny Gaudreau,Minnesota Wild,,UFA,23,LW,,80,24,40,64,11,17:43,-,-,-,-,-,,"$925,000","$925,000"
412. Sean Monahan,Minnesota Wild,,UFA,22,C,,81,31,31,62,8,19:37,-,-,-,-,-,,"$925,000","$925,000"
413. Josh Jooris,Edmonton Oilers,,UFA,27,C,,60,12,12,24,1,14:29,-,-,-,-,-,,"$925,000","$925,000"
414. Tyler Wotherspoon,New York Rangers,,RFA,24,D,,1,0,0,0,-3,20:19,-,-,-,-,-,,"$925,000","$925,000"
415. Sam Bennett,Florida Panthers,,RFA,21,C,,1,0,1,1,-1,16:00,-,-,-,-,-,,"$925,000","$925,000"
416. William Nylander,Nashville Predators,,RFA,21,"C, RW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
417. Nicolas Kerdiles,Anaheim Ducks,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
418. Nick Shore,Anaheim Ducks,,RFA,24,C,,34,1,6,7,0,11:05,-,-,-,-,-,,"$925,000","$925,000"
419. Marko Dano,Calgary Flames,,RFA,22,"C, LW, RW",,35,8,13,21,12,13:15,-,-,-,-,-,,"$925,000","$925,000"
420. Alexander Wennberg,New York Rangers,,RFA,22,C,,68,4,16,20,-19,15:37,-,-,-,-,-,,"$925,000","$925,000"
421. Trevor Van Riemsdyk,Ottawa Senators,,RFA,26,D,,18,0,1,1,0,13:32,-,-,-,-,-,,"$925,000","$925,000"
422. Ville Pokka,Vancouver Canucks,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
423. Jimmy Hayes,Toronto Maple Leafs,,UFA,27,RW,,72,19,16,35,-4,15:08,-,-,-,-,-,,"$925,000","$925,000"
424. Aleksander Barkov,Winnipeg Jets,,UFA,21,C,,71,16,20,36,-4,17:29,-,-,-,-,-,,"$925,000","$925,000"
425. Aaron Ekblad,Pittsburgh Penguins,,UFA,21,D,,81,12,27,39,12,21:48,-,-,-,-,-,,"$925,000","$925,000"
426. Rocco Grimaldi,Montreal Canadiens,,RFA,24,C,,7,1,0,1,1,12:36,-,-,-,-,-,,"$925,000","$925,000"
427. Robby Fabbri,Winnipeg Jets,,RFA,21,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
428. Tomas Hertl,Edmonton Oilers,,RFA,23,"C, RW",,82,13,18,31,-5,14:33,-,-,-,-,-,,"$925,000","$925,000"
429. Nathan MacKinnon,Edmonton Oilers,,UFA,21,"C, RW",,64,14,24,38,-7,17:02,-,-,-,-,-,,"$925,000","$925,000"
430. Kevin Fiala,Dallas Stars,,RFA,21,LW,,1,0,0,0,-1,11:25,-,-,-,-,-,,$0,"$925,000"
431. Seth Jones,Tampa Bay Lightning,,UFA,22,D,,82,8,19,27,3,19:52,-,-,-,-,-,,"$925,000","$925,000"
432. Alex Galchenyuk,Calgary Flames,,UFA,23,"C, LW, RW",,80,20,26,46,8,16:25,-,-,-,-,-,,"$925,000","$925,000"
433. Jacob De La Rose,Ottawa Senators,,RFA,22,LW,,33,4,2,6,-5,13:47,-,-,-,-,-,,"$925,000","$925,000"
434. Nathan Beaulieu,New York Rangers,,RFA,24,D,,64,1,8,9,6,15:41,-,-,-,-,-,,"$925,000","$925,000"
435. Elias Lindholm,Carolina Hurricanes,,RFA,22,"C, RW",,81,17,22,39,-23,16:25,-,-,-,-,-,,"$925,000","$925,000"
436. David Pastrnak,Columbus Blue Jackets,,RFA,21,"RW, LW",,46,10,17,27,12,13:58,-,-,-,-,-,,"$925,000","$925,000"
437. Dougie Hamilton,Washington Capitals,,UFA,24,D,,72,10,32,42,-3,21:20,-,-,-,-,-,,"$925,000","$925,000"
438. Rasmus Ristolainen,Toronto Maple Leafs,,UFA,22,D,,78,8,12,20,-32,20:36,-,-,-,-,-,,"$925,000","$925,000"
439. Anders Lindback,Washington Capitals,,UFA,29,G,,26,-,-,-,-,-,6,16,0,3.11,.909,,"$925,000","$925,000"
440. Jonas Brodin,Chicago Blackhawks,,UFA,24,D,,71,3,14,17,21,24:10,-,-,-,-,-,,"$925,000","$925,000"
441. Nikolay Goldobin,Florida Panthers,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
442. Ryan Carpenter,Nashville Predators,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
443. Tyler Gaudet,Buffalo Sabres,,RFA,24,C,,2,0,0,0,-1,00:00,-,-,-,-,-,,"$925,000","$925,000"
444. Sam Reinhart,Colorado Avalanche,,RFA,21,C,,9,0,1,1,-1,10:21,-,-,-,-,-,,$0,"$925,000"
445. Tim Schaller,Minnesota Wild,,UFA,26,C,,18,1,1,2,-5,11:20,-,-,-,-,-,,"$925,000","$925,000"
446. Jake McCabe,Arizona Coyotes,,RFA,23,D,,2,0,0,0,0,11:07,-,-,-,-,-,,"$925,000","$925,000"
447. Kasperi Kapanen,Montreal Canadiens,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
448. Haydn Fleury,Calgary Flames,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
449. Nikita Scherbak,New York Islanders,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
450. Robert Hagg,Detroit Red Wings,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
451. Shayne Gostisbehere,Vegas Golden Knights,,UFA,24,D,,2,0,0,0,-2,12:33,-,-,-,-,-,,"$925,000","$925,000"
452. Scott Mayfield,Winnipeg Jets,,RFA,24,D,,0,0,0,0,0,00:00,-,-,-,-,-,,"$925,000","$925,000"
453. Kevin Czuczman,Philadelphia Flyers,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
454. Mat Bodie,New Jersey Devils,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
455. Christian Folin,Calgary Flames,,UFA,26,D,,40,2,8,10,3,15:12,-,-,-,-,-,,"$925,000","$925,000"
456. Jakub Vrana,Vancouver Canucks,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
457. Jason Dickinson,Toronto Maple Leafs,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
458. Nick Ritchie,New York Islanders,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
459. Greg Carey,Edmonton Oilers,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
460. Brendan Perlini,Edmonton Oilers,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
461. Nikolaj Ehlers,Colorado Avalanche,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
462. Jared McCann,Tampa Bay Lightning,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
463. Jake Virtanen,Colorado Avalanche,,RFA,20,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
464. Joshua Ho-Sang,Vancouver Canucks,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
465. Michael Dal Colle,Arizona Coyotes,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
466. Travis Sanheim,Pittsburgh Penguins,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
467. Anthony Deangelo,New York Rangers,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
468. Andrew Copp,Winnipeg Jets,,RFA,23,C,,1,0,1,1,2,13:16,-,-,-,-,-,,"$925,000","$925,000"
469. Sonny Milano,Pittsburgh Penguins,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
470. Jon Gillies,Dallas Stars,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
471. Casey Bailey,New Jersey Devils,,UFA,25,C,,6,1,0,1,1,00:00,-,-,-,-,-,,"$900,000","$912,500"
472. Adam Erne,Los Angeles Kings,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$905,000"
473. Jason Zucker,Montreal Canadiens,,RFA,25,"LW, RW",,51,21,5,26,-9,15:03,-,-,-,-,-,,"$850,500","$900,250"
474. Chris Wagner,Dallas Stars,,UFA,26,C,,9,0,0,0,-2,00:00,-,-,-,-,-,,"$900,000","$900,000"
475. Simon Despres,Chicago Blackhawks,,UFA,26,D,,75,3,20,23,11,18:39,-,-,-,-,-,,"$900,000","$900,000"
476. Lee Stempniak,Philadelphia Flyers,,UFA,34,RW,,71,15,13,28,8,12:26,-,-,-,-,-,,"$900,000","$900,000"
477. Beau Bennett,Minnesota Wild,,RFA,25,"RW, LW",,49,4,8,12,-1,12:29,-,-,-,-,-,,"$900,000","$900,000"
478. Evgeny Kuznetsov,Edmonton Oilers,,UFA,25,"C, LW",,80,11,26,37,10,13:19,-,-,-,-,-,,"$900,000","$900,000"
479. Jay Beagle,Vancouver Canucks,,UFA,31,RW,,62,10,10,20,6,12:48,-,-,-,-,-,,"$1,000,000","$900,000"
480. Nick Bjugstad,Vegas Golden Knights,,UFA,25,C,,72,24,19,43,-7,16:34,-,-,-,-,-,,"$900,000","$900,000"
481. Corban Knight,Montreal Canadiens,,UFA,26,C,,2,0,0,0,0,00:00,-,-,-,-,-,,"$900,000","$900,000"
482. Vladimir Tarasenko,Boston Bruins,,UFA,25,RW,,77,37,36,73,27,17:37,-,-,-,-,-,,"$900,000","$900,000"
483. Brock Nelson,Colorado Avalanche,,RFA,25,"C, LW",,82,20,22,42,6,15:52,-,-,-,-,-,,"$900,000","$900,000"
484. Erik Haula,Chicago Blackhawks,,UFA,26,"C, LW",,72,7,7,14,-7,12:09,-,-,-,-,-,,"$900,000","$900,000"
485. Mikael Granlund,New York Islanders,,RFA,25,C,,68,8,31,39,17,17:53,-,-,-,-,-,,"$900,000","$900,000"
486. Charlie Coyle,Arizona Coyotes,,UFA,25,"C, RW",,82,11,24,35,13,14:33,-,-,-,-,-,,"$900,000","$900,000"
487. Adam Larsson,Washington Capitals,,UFA,24,D,,64,3,21,24,2,20:57,-,-,-,-,-,,"$900,000","$900,000"
488. Eric Gelinas,New York Islanders,,UFA,26,D,,61,6,13,19,-2,16:27,-,-,-,-,-,,"$900,000","$900,000"
489. Kevin Hayes,New Jersey Devils,,RFA,25,C,,79,17,28,45,15,13:02,-,-,-,-,-,,"$900,000","$900,000"
490. Mark Pysyk,Anaheim Ducks,,UFA,25,D,,7,2,1,3,4,18:10,-,-,-,-,-,,"$900,000","$900,000"
491. Austin Watson,Nashville Predators,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
492. Jesse Winchester,Boston Bruins,,UFA,33,"C, RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
493. Rickard Rakell,Vegas Golden Knights,,UFA,24,C,,71,9,22,31,6,12:34,-,-,-,-,-,,"$925,000","$894,167"
494. Hampus Lindholm,Montreal Canadiens,,UFA,23,D,,78,7,27,34,25,21:45,-,-,-,-,-,,"$925,000","$894,167"
495. Curtis Lazar,Arizona Coyotes,,RFA,22,"C, RW",,67,6,9,15,1,12:53,-,-,-,-,-,,"$925,000","$894,167"
496. Mika Zibanejad,Vegas Golden Knights,,UFA,24,"C, RW",,80,20,26,46,0,16:26,-,-,-,-,-,,"$832,500","$894,167"
497. Cody Ceci,Edmonton Oilers,,RFA,23,D,,81,5,16,21,-4,19:17,-,-,-,-,-,,"$925,000","$894,167"
498. Sven Baertschi,Pittsburgh Penguins,,RFA,24,LW,,18,2,4,6,-3,00:00,-,-,-,-,-,,"$832,500","$894,167"
499. Morgan Rielly,Vegas Golden Knights,,UFA,23,D,,81,8,21,29,-16,20:20,-,-,-,-,-,,"$925,000","$894,167"
500. Jacob Trouba,Winnipeg Jets,,RFA,23,D,,65,7,15,22,2,23:18,-,-,-,-,-,,"$925,000","$894,167"
501. Olli Määttä,Washington Capitals,,UFA,22,D,,20,1,8,9,1,20:42,-,-,-,-,-,,"$925,000","$894,167"
502. Jonathan Drouin,Pittsburgh Penguins,,UFA,22,LW,,70,4,28,32,3,13:14,-,-,-,-,-,,"$925,000","$894,167"
503. Joel Armia,San Jose Sharks,,RFA,24,RW,,1,0,0,0,0,14:47,-,-,-,-,-,,"$925,000","$894,167"
504. Oscar Klefbom,Edmonton Oilers,,UFA,24,D,,60,2,18,20,-21,21:59,-,-,-,-,-,,"$925,000","$894,167"
505. Darnell Nurse,Carolina Hurricanes,,RFA,22,D,,2,0,0,0,-2,16:59,-,-,-,-,-,,$0,"$894,167"
506. David Musil,Dallas Stars,,UFA,24,D,,4,0,2,2,-2,19:48,-,-,-,-,-,,"$925,000","$894,167"
507. Jamie Oleksiak,Vegas Golden Knights,,RFA,24,D,,36,1,7,8,0,13:23,-,-,-,-,-,,"$832,500","$894,167"
508. Slater Koekkoek,Carolina Hurricanes,,RFA,23,D,,3,0,0,0,0,16:35,-,-,-,-,-,,"$925,000","$894,167"
509. Emile Poirier,Tampa Bay Lightning,,RFA,22,LW,,6,0,1,1,1,00:00,-,-,-,-,-,,$0,"$894,167"
510. Patrick Sieloff,Toronto Maple Leafs,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
511. J.T. Miller,New York Rangers,,RFA,24,"C, RW",,58,10,13,23,5,12:41,-,-,-,-,-,,"$832,500","$894,167"
512. Tyler Biggs,St. Louis Blues,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
513. Teuvo Teravainen,Washington Capitals,,RFA,22,"C, LW, RW",,34,4,5,9,4,12:47,-,-,-,-,-,,"$925,000","$894,167"
514. Ryan Murray,Calgary Flames,,RFA,23,D,,12,1,2,3,1,18:54,-,-,-,-,-,,"$925,000","$894,167"
515. Tom Wilson,Nashville Predators,,RFA,23,RW,,67,4,13,17,-1,10:56,-,-,-,-,-,,"$925,000","$894,167"
516. Kerby Rychel,Dallas Stars,,RFA,22,LW,,5,0,3,3,3,10:41,-,-,-,-,-,,$0,"$894,167"
517. Andre Burakovsky,St. Louis Blues,,RFA,22,"LW, C",,53,9,13,22,12,12:55,-,-,-,-,-,,"$925,000","$894,167"
518. Ryan Hartman,Boston Bruins,,RFA,22,RW,,5,0,0,0,-1,00:00,-,-,-,-,-,,$0,"$894,167"
519. Jonathan Huberdeau,Columbus Blue Jackets,,UFA,24,"LW, C",,79,15,39,54,10,16:44,-,-,-,-,-,,"$832,500","$894,167"
520. Filip Forsberg,Minnesota Wild,,UFA,22,"C, RW",,82,26,37,63,15,17:19,-,-,-,-,-,,"$925,000","$894,167"
521. Zemgus Girgensons,Buffalo Sabres,,RFA,23,"C, LW",,61,15,15,30,-16,19:04,-,-,-,-,-,,"$925,000","$894,167"
522. Nikita Zadorov,Florida Panthers,,RFA,22,D,,60,3,12,15,-10,17:42,-,-,-,-,-,,"$925,000","$894,167"
523. Matt Dumba,Minnesota Wild,,RFA,23,D,,58,8,8,16,13,15:00,-,-,-,-,-,,"$925,000","$894,167"
524. Henrik Samuelsson,Toronto Maple Leafs,,UFA,23,C,,3,0,0,0,-2,13:16,-,-,-,-,-,,"$925,000","$894,167"
525. Max Domi,Anaheim Ducks,,RFA,22,"LW, C",,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
526. Michael McCarron,Vegas Golden Knights,,RFA,22,"RW, C",,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
527. Hunter Shinkaruk,Vegas Golden Knights,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
528. Ryan Pulock,Detroit Red Wings,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
529. Anthony Mantha,Vancouver Canucks,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
530. Shea Theodore,Winnipeg Jets,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
531. Joshua Morrissey,Anaheim Ducks,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
532. Samuel Morin,Anaheim Ducks,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
533. Mirco Mueller,Los Angeles Kings,,RFA,22,D,,39,1,3,4,-8,16:57,-,-,-,-,-,,"$925,000","$894,167"
534. Morgan Klimchuk,Philadelphia Flyers,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
535. Bo Horvat,Nashville Predators,,RFA,22,C,,68,13,12,25,-8,12:15,-,-,-,-,-,,"$925,000","$894,167"
536. Frederik Gauthier,Nashville Predators,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
537. Bill Arnold,Philadelphia Flyers,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$875,000","$887,500"
538. Shane Prince,Columbus Blue Jackets,,RFA,24,LW,,2,0,1,1,1,10:28,-,-,-,-,-,,"$900,000","$876,667"
539. Mitchell Moroz,Vegas Golden Knights,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$867,500","$875,000"
540. Jujhar Khaira,Dallas Stars,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$867,500","$875,000"
541. Brian Ferlin,Washington Capitals,,RFA,25,RW,,7,0,1,1,0,00:00,-,-,-,-,-,,"$825,000","$875,000"
542. Chris Bigras,San Jose Sharks,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$874,167"
543. Andrej Sustr,Buffalo Sabres,,UFA,26,D,,72,0,13,13,10,17:42,-,-,-,-,-,,"$874,125","$874,125"
544. Mark Barberio,Chicago Blackhawks,,UFA,27,D,,52,1,6,7,-4,16:46,-,-,-,-,-,,"$874,125","$874,125"
545. Jayson Megna,Montreal Canadiens,,UFA,27,C,,12,0,1,1,-2,11:02,-,-,-,-,-,,"$874,125","$874,125"
546. Emerson Etem,Chicago Blackhawks,,RFA,25,"LW, RW",,45,5,5,10,-6,12:14,-,-,-,-,-,,"$810,000","$870,000"
547. Quinton Howden,Colorado Avalanche,,UFA,25,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$810,000","$870,000"
548. Jarred Tinordi,New Jersey Devils,,RFA,25,D,,13,0,2,2,-5,12:04,-,-,-,-,-,,"$810,000","$870,000"
549. Alex Chiasson,Dallas Stars,,UFA,26,RW,,76,11,15,26,-5,13:22,-,-,-,-,-,,"$900,000","$866,667"
550. Mike Halmo,St. Louis Blues,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$864,167"
551. Matt Puempel,Edmonton Oilers,,RFA,24,LW,,13,2,1,3,6,00:00,-,-,-,-,-,,"$832,500","$863,333"
552. Mark Scheifele,Arizona Coyotes,,UFA,24,C,,82,15,34,49,11,18:35,-,-,-,-,-,,"$832,500","$863,333"
553. Derrick Pouliot,Chicago Blackhawks,,RFA,23,D,,34,2,5,7,-11,17:32,-,-,-,-,-,,"$925,000","$863,333"
554. Radek Faksa,Vancouver Canucks,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
555. Stuart Percy,Detroit Red Wings,,UFA,24,D,,9,0,3,3,-4,18:04,-,-,-,-,-,,"$832,500","$863,333"
556. Stefan Noesen,Chicago Blackhawks,,RFA,24,RW,,1,0,0,0,0,00:00,-,-,-,-,-,,"$832,500","$863,333"
557. Derek Forbort,Dallas Stars,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$863,333"
558. Phillip Danault,Buffalo Sabres,,RFA,24,C,,2,0,0,0,0,00:00,-,-,-,-,-,,"$832,500","$863,333"
559. Mark McNeill,Boston Bruins,,RFA,24,"RW, C",,0,0,0,0,0,,-,-,-,-,-,,"$832,500","$863,333"
560. Connor Murphy,Colorado Avalanche,,UFA,24,D,,73,4,3,7,-27,16:48,-,-,-,-,-,,"$832,500","$863,333"
561. Scott Laughton,Buffalo Sabres,,RFA,23,C,,31,2,4,6,-1,12:43,-,-,-,-,-,,"$925,000","$863,333"
562. Ryan Murphy,Ottawa Senators,,RFA,24,D,,37,4,9,13,-11,18:17,-,-,-,-,-,,"$832,500","$863,333"
563. Ryan Strome,Anaheim Ducks,,RFA,24,"C, RW",,81,17,33,50,23,15:23,-,-,-,-,-,,"$832,500","$863,333"
564. Brendan Gaunce,Philadelphia Flyers,,RFA,23,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
565. Griffin Reinhart,Anaheim Ducks,,RFA,23,D,,8,0,1,1,1,14:10,-,-,-,-,-,,"$925,000","$863,333"
566. Joe Morrow,Ottawa Senators,,RFA,24,D,,15,1,0,1,3,16:41,-,-,-,-,-,,"$832,500","$863,333"
567. Malcolm Subban,New York Rangers,,RFA,23,G,,1,-,-,-,-,-,0,1,0,5.81,.500,,"$925,000","$863,333"
568. Duncan Siemens,Los Angeles Kings,,RFA,23,D,,1,0,0,0,0,14:00,-,-,-,-,-,,"$832,500","$863,333"
569. Kyle Baun,New Jersey Devils,,RFA,25,RW,,3,0,0,0,-1,12:32,-,-,-,-,-,,"$925,000","$858,750"
570. Adam Pelech,Arizona Coyotes,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$854,333"
571. Taylor Peters,Pittsburgh Penguins,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$853,333"
572. Tobias Rieder,Arizona Coyotes,,RFA,24,"RW, LW",,72,13,8,21,-19,16:53,-,-,-,-,-,,"$842,500","$853,333"
