Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
876,STAFFORD, DREW,Winnipeg,F(RW),224,3048.82,107,141,2.106,2.775,43.15,1.9742,2.2244,47.02,0.1315,0.5505,-3.88,0.2755,0.5564,-2.06,2.268,2.2206,50.53,1363,1587,7.8503,91.1153,98.9656,7.1733,92.6397,0.6771,-1.5244,0.8757,-1.6346,7.7439,92.3335,2469,2985,48.589,58.744,45.27,-2.5932,1.7733,-2.05,-0.1541,1.2535,-0.61,54.9326,54.2398,50.32,4.3337,95.2764,99.6101,3.8572,96.0956,0.4765,-0.8192,0.5789,-0.8647,4.1287,95.9059,28.7041,31.6568,33.4917,28.6394,29.1475,29.123,28.9111,27.946,38,44,25,82,63,395,619,9.620253165,6.138933764,0.7478,0.8659,0.492,1.6137,1.2398,7.7735,12.1818,35.51,41.12,76.64,58.88,2890,1015,985,890,35.1211,34.083,30.7958
877,MASHINTER, BRANDON,Chicago,F(LW),47,329.35,6,13,1.093,2.368,31.58,2.224,2.0661,51.84,-1.131,0.3022,-20.26,-1.1275,0.3381,-20.66,2.1106,2.1734,49.27,141,179,4.2553,92.7374,96.9927,7.3594,92.9799,-3.1041,-0.2424,-2.9389,-0.0877,7.4293,92.3834,259,314,47.184,57.204,45.2,-8.64,3.9133,-5.96,-10.2641,4.5456,-6.97,53.3912,54.044,49.7,2.3166,95.8599,98.1765,3.984,96.123,-1.6674,-0.2631,-1.5487,-0.2847,3.953,95.9785,14.8302,7.8947,16.8831,12.5121,15.9068,15.1976,17.342,16.199,4,1,0,5,4,27,44,14.81481481,9.090909091,0.7287,0.1822,0,0.9109,0.7287,4.9188,8.0158,66.67,16.67,83.33,66.67,334,127,107,100,38.024,32.0359,29.9401
878,MYERS, TYLER,Winnipeg,D,206,3499.75,113,135,1.937,2.314,45.56,1.9621,2.2969,46.07,-0.0248,0.0175,-0.5,0.144,-0.038,2.31,2.2966,2.2227,50.82,1509,1790,7.4884,92.4581,99.9465,7.1913,92.3934,0.2971,0.0647,0.7978,-0.0087,7.8132,92.3295,2763,3354,47.369,57.501,45.17,-3.2066,0.522,-1.85,-2.5444,-0.27,-1.18,55.1279,54.2113,50.42,4.0898,95.975,100.0648,3.8795,95.9688,0.2103,0.0061,0.4969,0.0471,4.166,95.9,35.9949,37.7926,35.6201,34.7985,35.887,34.0463,38.3307,38.2317,17,31,12,48,29,224,465,7.589285714,3.655913978,0.2914,0.5315,0.2057,0.8229,0.4972,3.8403,7.972,15.04,27.43,42.48,25.66,3416,1267,1194,955,37.0902,34.9532,27.9567
879,SHAW, LOGAN,Florida,F(RW),53,555.017,10,18,1.081,1.946,35.71,2.1777,2.0632,51.35,-1.0967,-0.1173,-15.64,-1.8159,0.0146,-24.29,2.1933,2.2162,49.74,228,255,4.386,92.9412,97.3272,7.6122,92.8003,-3.2262,0.1409,-5.7227,-0.0054,7.618,92.4043,397,482,42.918,52.107,45.16,-8.1771,0.792,-4.73,-6.2677,2.672,-4.71,53.8659,54.3424,49.78,2.5189,96.2656,98.7845,4.2621,95.9794,-1.7432,0.2862,-3.3709,0.1723,4.0718,95.9217,22.3689,9.7087,22.5,20.0911,23.2963,23.3379,23.1646,22.4913,2,2,1,4,3,58,94,3.448275862,2.127659574,0.2162,0.2162,0.1081,0.4324,0.3243,6.2701,10.1619,20,20,40,30,550,195,183,172,35.4545,33.2727,31.2727
880,BOURNIVAL, MICHAEL,Montreal,F(LW),89,777.883,26,27,2.005,2.083,49.06,1.9395,2.0857,48.18,0.066,-0.0031,0.87,-0.0766,0.2123,-3.62,2.1317,2.2151,49.04,337,367,7.7151,92.6431,100.3582,7.1083,93.0144,0.6069,-0.3714,0.1365,-1.2824,7.4522,92.3378,639,776,49.288,59.855,45.16,-2.7962,2.0502,-2.24,-3.4504,-0.3114,-1.55,53.3832,53.9005,49.76,4.0689,96.5206,100.5895,3.7238,96.3918,0.3451,0.1289,0.121,-0.3709,3.9932,95.8905,18.6165,18.0556,20.3008,17.613,18.538,16.4931,17.06,17.0861,9,7,5,16,14,93,156,9.677419355,5.769230769,0.6942,0.5399,0.3857,1.2341,1.0799,7.1733,12.0327,34.62,26.92,61.54,53.85,701,258,253,190,36.8046,36.0913,27.1041
881,NYSTROM, ERIC,Nashville,F(LW),185,2080.45,54,85,1.557,2.451,38.85,2.2242,2.1299,51.08,-0.6669,0.3215,-12.23,-0.9305,0.3127,-14.92,2.2294,2.213,50.18,841,973,6.4209,91.2641,97.685,7.5944,92.3482,-1.1734,-1.084,-1.4346,-1.0072,7.6858,92.3487,1552,1887,44.76,54.421,45.13,-9.4305,1.0727,-5.26,-13.4572,2.2974,-7.63,54.435,54.4042,50.01,3.4794,95.4955,98.9749,4.1045,96.0075,-0.6251,-0.512,-0.7941,-0.4013,4.0956,95.9323,23.2356,15.9292,25.7576,18.8785,24.0137,13.125,31.9459,23.2415,23,10,2,33,25,193,332,11.91709845,6.927710843,0.6633,0.2884,0.0577,0.9517,0.721,5.5661,9.5749,42.59,18.52,61.11,46.3,2016,717,921,378,35.5655,45.6845,18.75
882,TIKHONOV, VIKTOR,Arizona,F(RW),50,524.7,7,15,0.8,1.715,31.82,2.0861,2.2534,48.07,-1.2857,-0.5381,-16.25,-1.2457,-0.1659,-20.28,2.2344,2.2017,50.37,207,242,3.3816,93.8017,97.1833,7.3724,92.4742,-3.9907,1.3274,-3.9383,-0.2172,7.6592,92.2519,403,490,46.083,56.032,45.13,-7.6605,-0.0862,-3.79,-7.8769,-4.133,-2.15,55.0036,53.7814,50.56,1.737,96.9388,98.6758,3.8816,95.9845,-2.1446,0.9543,-2.0551,0.0655,4.0623,95.9063,22.3972,10.1449,20.8333,19.7743,21.1846,18.8,20.4398,20.19,1,3,1,4,2,36,72,2.777777778,1.388888889,0.1144,0.3431,0.1144,0.4574,0.2287,4.1166,8.2333,14.29,42.86,57.14,28.57,469,170,158,141,36.2473,33.6887,30.064
883,GLENDENING, LUKE,Detroit,F(C),219,2370.25,68,75,1.721,1.899,47.55,2.0998,2.2052,48.78,-0.3785,-0.3066,-1.22,-0.5074,-0.2922,-2.88,2.2182,2.2084,50.11,970,1175,7.0103,93.617,100.6273,7.2277,92.0267,-0.2174,1.5903,-0.449,1.5728,7.6589,92.4395,1714,2085,43.388,52.779,45.12,-10.0436,5.0354,-7.69,-11.9727,6.288,-9.24,54.2007,54.7422,49.75,3.9673,96.4029,100.3702,3.9299,95.3812,0.0374,1.0216,-0.0585,1.1149,4.0926,95.9657,23.1059,18.8366,20.6612,19.0614,25.4361,16.5868,32.8176,23.9643,15,23,12,38,27,205,327,7.317073171,4.587155963,0.3797,0.5822,0.3038,0.9619,0.6835,5.1893,8.2776,22.06,33.82,55.88,39.71,2299,833,912,554,36.2331,39.6694,24.0974
884,BALLARD, KEITH,Minnesota,D,59,684.583,25,36,2.191,3.155,40.98,2.0685,1.9359,51.66,0.1226,1.2193,-10.67,0.3199,1.3123,-9.4,2.0928,2.1773,49.01,275,332,9.0909,89.1566,98.2475,7.6965,92.7888,1.3945,-3.6321,2.1871,-3.8989,7.4004,92.4156,514,626,45.049,54.865,45.09,-5.566,2.1537,-3.9,-6.3817,4.4552,-5.41,53.2982,54.5361,49.43,4.8638,94.2492,99.113,4.0867,96.3273,0.7772,-2.0781,1.2254,-2.095,3.9266,96.0076,24.4423,27.4725,35.6436,22.079,26.0399,17.5031,21.5869,19.1721,2,5,2,7,4,24,67,8.333333333,2.985074627,0.1753,0.4382,0.1753,0.6135,0.3506,2.1035,5.8722,8,20,28,16,504,176,185,143,34.9206,36.7063,28.373
885,MILLER, DREW,Detroit,F(LW),192,1971.75,49,69,1.491,2.1,41.53,2.1382,2.1027,50.42,-0.6472,-0.0031,-8.89,-0.8714,0.0528,-12.05,2.1667,2.2191,49.4,812,938,6.0345,92.6439,98.6784,7.5362,92.5872,-1.5018,0.0567,-1.9621,0.0697,7.5241,92.3933,1391,1694,42.328,51.548,45.09,-9.9257,2.8603,-6.68,-12.3317,4.8286,-8.83,53.9142,54.7544,49.61,3.5226,95.9268,99.4494,4.092,95.6812,-0.5694,0.2456,-0.7994,0.308,4.0188,95.9471,21.8915,15.0307,22.3301,17.8333,23.6196,13.9448,25.2827,22.2258,12,15,10,27,22,227,349,5.286343612,3.438395415,0.3652,0.4564,0.3043,0.8216,0.6695,6.9076,10.62,24.49,30.61,55.1,44.9,1720,685,626,409,39.8256,36.3953,23.7791
886,BAERTSCHI, SVEN,Vancouver,F(LW),113,1275.97,44,55,2.069,2.586,44.44,2.0854,2.5273,45.21,-0.0164,0.0589,-0.77,-0.0585,0.2,-2.69,2.215,2.2115,50.04,550,642,8,91.433,99.433,7.62,91.6022,0.38,-0.1692,0.1569,-0.6509,7.652,92.3695,1038,1264,48.81,59.437,45.09,-2.6213,2.7116,-2.46,-0.5964,1.7653,-1.05,54.3859,54.3524,50.02,4.2389,95.6487,99.8876,4.0548,95.5446,0.1841,0.1041,-0.0672,-0.2137,4.0728,95.9312,23.4126,22.9167,24.8869,23.1955,23.9575,24.5009,22.0554,21.1508,15,17,9,32,24,122,209,12.29508197,7.177033493,0.7053,0.7994,0.4232,1.5047,1.1286,5.7368,9.8278,34.09,38.64,72.73,54.55,1184,397,382,405,33.5304,32.2635,34.2061
887,HANOWSKI, BEN,Calgary,F(LW),11,78.1,3,5,2.305,3.841,37.5,2.0521,2.5404,44.68,0.2527,1.3009,-7.18,0.1978,2.1293,-17.67,2.0836,2.1703,48.98,36,39,8.3333,87.1795,95.5128,8.2306,91.5372,0.1027,-4.3577,-0.7576,-6.0497,7.2375,92.3129,59,72,45.327,55.314,45.04,-2.6473,-5.2578,0.84,-3.2652,0.7962,-2.09,54.311,52.8722,50.67,5.0847,93.0556,98.1403,4.2775,95.806,0.8072,-2.7504,0.7487,-3.8043,3.8364,95.8953,14.6328,15.7895,27.7778,13.785,14.8148,17.7215,7.8788,12.9412,0,2,0,2,0,10,13,0,0,0,1.5365,0,1.5365,0,7.6825,9.9872,0,66.67,66.67,0,63,22,13,28,34.9206,20.6349,44.4444
888,MATTEAU, STEFAN,Montreal,F(C),39,396.217,5,17,0.757,2.574,22.73,1.7798,2.0813,46.1,-1.0227,0.493,-23.37,-1.4793,0.7106,-31.82,2.2331,2.1678,50.74,157,196,3.1847,91.3265,94.5112,6.9189,92.4105,-3.7342,-1.0839,-5.5815,-2.1041,7.6825,92.4829,278,340,42.098,51.487,44.98,-5.9975,0.814,-3.71,-5.6964,-0.4492,-2.94,54.5823,53.8894,50.32,1.7986,95,96.7986,3.7006,95.8926,-1.9021,-0.8926,-2.8808,-1.4115,4.0912,95.9773,21.4761,8.4746,27.4194,19.4134,21.33,20.5508,20.2509,21.4052,2,1,0,3,2,30,58,6.666666667,3.448275862,0.3029,0.1514,0,0.4543,0.3029,4.543,8.7831,40,20,60,40,341,131,113,97,38.4164,33.1378,28.4457
889,ZOLNIERCZYK, HARRY,Anaheim,F(LW),16,159.617,2,4,0.752,1.504,33.33,2.0796,2.0577,50.26,-1.3278,-0.5541,-16.93,-2.1298,-0.3843,-27.08,1.9886,2.3039,46.33,48,60,4.1667,93.3333,97.5,7.3297,92.5736,-3.163,0.7597,-4.9816,0.4762,7.2321,92.3733,102,125,38.342,46.988,44.93,-13.8168,-6.8207,-4.29,-20.4823,-4.4836,-8.4,51.8728,56.9434,47.67,1.9608,96.8,98.7608,3.987,96.1759,-2.0262,0.6241,-2.9379,0.468,3.8335,95.954,20.9073,6.4516,17.3913,14.6974,19.4401,14.9321,23.3184,18.0451,2,0,0,2,2,14,22,14.28571429,9.090909091,0.7518,0,0,0.7518,0.7518,5.2626,8.2698,100,0,100,100,133,48,52,33,36.0902,39.0977,24.812
890,BREEN, CHRISTOPHER,Calgary,D,9,80.3,6,5,4.483,3.736,54.55,1.8536,2.7447,40.31,2.6296,0.9913,14.23,3.3108,1.3913,21.21,2.2207,2.1957,50.28,45,65,13.3333,92.3077,105.641,7.5025,90.5969,5.8308,1.7108,7.8646,0.7925,7.7672,92.1747,83,102,62.017,76.214,44.86,13.2143,17.1971,-0.4,17.3001,21.113,0.07,53.4284,53.1194,50.14,7.2289,95.098,102.3269,3.7981,95.3493,3.4308,-0.2513,4.6072,-0.6466,4.1565,95.8665,18.3103,46.1538,26.3158,23.7143,23.6659,24.5902,9.6296,25.8278,0,2,1,2,1,4,10,0,0,0,1.4944,0.7472,1.4944,0.7472,2.9888,7.472,0,33.33,33.33,16.67,82,39,13,30,47.561,15.8537,36.5854
891,WHITE, RYAN,Philadelphia,F(C),159,1522.17,40,55,1.577,2.168,42.11,1.9665,2.1434,47.85,-0.3898,0.0246,-5.74,-0.6437,0.1988,-10.89,2.1064,2.1991,48.92,635,728,6.2992,92.4451,98.7443,7.1527,92.8816,-0.8535,-0.4365,-1.3373,-1.0606,7.4263,92.4043,1218,1498,48.011,59.047,44.85,-5.0889,1.8744,-3.31,-9.2869,1.75,-5.15,53.0147,54.3841,49.36,3.2841,96.3284,99.6125,3.7034,96.2511,-0.4193,0.0773,-0.5911,-0.2348,3.9732,95.9563,20.3114,15.3257,21.9124,17.5986,20.8027,17.1779,20.084,17.5512,13,13,7,26,20,165,287,7.878787879,4.529616725,0.5124,0.5124,0.2759,1.0249,0.7883,6.5039,11.3128,32.5,32.5,65,50,1333,463,478,392,34.7337,35.859,29.4074
892,MOULSON, MATT,Buffalo,F(LW),233,2924.67,103,103,2.113,2.113,50,1.7564,2.3608,42.66,0.3567,-0.2478,7.34,0.4357,-0.3744,9.72,2.2275,2.2014,50.29,1291,1514,7.9783,93.1968,101.1751,6.6955,92.4382,1.2828,0.7586,1.2983,1.0511,7.6649,92.3823,2344,2886,48.088,59.207,44.82,0.0595,-0.1629,0.1,2.8693,-0.8787,1.88,54.4892,53.9019,50.27,4.3942,96.431,100.8252,3.657,96.0235,0.7372,0.4075,0.6846,0.5709,4.0879,95.916,25.894,30.5638,22.8889,27.092,25.6124,27.5447,24.7289,27.1003,27,43,29,70,56,321,546,8.411214953,4.945054945,0.5539,0.8822,0.5949,1.4361,1.1488,6.5854,11.2013,26.21,41.75,67.96,54.37,2811,1029,935,847,36.6062,33.2622,30.1316
893,RYCHEL, KERBY,Columbus,F(LW),37,354.367,16,7,2.709,1.185,69.57,2.0177,2.3667,46.02,0.6913,-1.1815,23.55,0.5766,-0.8193,18.02,2.1559,2.2251,49.21,135,174,11.8519,95.977,107.8289,7.1989,92.1647,4.6529,3.8124,4.2876,2.3198,7.584,92.3388,268,330,45.377,55.874,44.82,-5.4286,0.1909,-2.89,-5.8441,-4.985,-0.88,52.9232,54.3873,49.32,5.9701,97.8788,103.8489,3.9715,95.7497,1.9987,2.1291,1.807,1.1724,4.0736,95.9087,20.1206,24.2424,12.963,18.2437,18.782,18.4891,17.4881,18.9097,2,10,9,12,11,36,65,5.555555556,3.076923077,0.3386,1.6932,1.5238,2.0318,1.8625,6.0954,11.0055,12.5,62.5,75,68.75,314,111,110,93,35.3503,35.0318,29.6178
894,CARON, JORDAN,St. Louis,F(RW),69,622.833,11,22,1.06,2.119,33.33,2.074,2.0183,50.68,-1.0143,0.101,-17.35,-1.4983,0.3418,-25.67,2.0038,2.2296,47.33,252,309,4.3651,92.8803,97.2454,7.414,93.0913,-3.0489,-0.2111,-4.0216,-1.0591,7.2194,92.3106,470,580,45.277,55.874,44.76,-6.1174,1.132,-3.66,-9.8282,2.221,-5.91,51.8063,54.0731,48.93,2.3404,96.2069,98.5473,4.0354,96.313,-1.695,-0.1061,-2.3016,-0.48,3.8678,95.8767,18.3692,8.5271,21.1538,15.6043,18.9853,16.7478,16.4179,19.7107,1,2,2,3,3,63,112,1.587301587,0.892857143,0.0963,0.1927,0.1927,0.289,0.289,6.069,10.7894,9.09,18.18,27.27,27.27,566,218,176,172,38.5159,31.0954,30.3887
895,RUHWEDEL, CHAD,Buffalo,D,26,384.317,8,8,1.249,1.249,50,1.622,2.5563,38.82,-0.373,-1.3073,11.18,0.2201,-2.1805,26.92,2.1804,2.1991,49.79,178,210,4.4944,96.1905,100.6849,6.3529,91.9737,-1.8585,4.2167,0.184,5.6244,7.6211,92.3721,316,390,49.334,60.887,44.76,2.8597,1.1085,1.02,5.0254,-7.8396,5.56,53.421,53.9458,49.76,2.5316,97.9487,100.4803,3.49,95.7237,-0.9584,2.225,0.2097,2.9387,4.0815,95.9236,30.5235,34.7826,13.7931,32.8482,28.0172,36.3363,25.3488,29.2383,0,1,1,1,1,35,65,0,0,0,0.1561,0.1561,0.1561,0.1561,5.4642,10.1479,0,12.5,12.5,12.5,349,119,109,121,34.0974,31.2321,34.6705
896,MCCARRON, MICHAEL,Montreal,F(RW),20,206.6,4,10,1.162,2.904,28.57,1.956,2.2661,46.33,-0.7943,0.638,-17.76,-1.3921,0.2706,-20.66,2.2147,2.1921,50.26,88,109,4.5455,90.8257,95.3712,7.0513,92.023,-2.5059,-1.1973,-4.1502,-0.5356,7.6368,92.3166,170,210,49.371,60.987,44.74,-1.8477,6.9133,-3.91,-6.3331,4.4057,-4.87,54.447,53.4107,50.48,2.3529,95.2381,97.591,3.8189,95.8092,-1.466,-0.5711,-2.2316,-0.1075,4.0676,95.8957,21.556,11.1111,23.2558,19.5853,22.8509,19.3662,23.0539,24.0356,1,1,1,2,2,38,50,2.631578947,2,0.2904,0.2904,0.2904,0.5808,0.5808,11.0358,14.5208,25,25,50,50,213,81,77,55,38.0282,36.1502,25.8216
897,DAHLBECK, KLAS,Arizona,D,94,1234.8,34,52,1.652,2.527,39.53,2.0045,2.2186,47.46,-0.3524,0.3081,-7.93,-0.4235,0.6225,-12.62,2.1737,2.2024,49.67,496,619,6.8548,91.5993,98.4541,7.1579,92.6207,-0.3031,-1.0214,-0.52,-2.4765,7.5235,92.3439,998,1234,48.494,59.961,44.71,-4.7237,3.5148,-3.81,-4.4427,1.0265,-2.61,54.1996,54.1954,50,3.4068,95.7861,99.1929,3.7666,96.0695,-0.3598,-0.2834,-0.514,-0.9829,4.0105,95.9362,28.1548,23.7762,34.2105,26.4161,28.5054,25.7381,24.8801,23.8651,3,8,3,11,6,79,183,3.797468354,1.639344262,0.1458,0.3887,0.1458,0.5345,0.2915,3.8387,8.8921,8.82,23.53,32.35,17.65,1071,368,363,340,34.3604,33.8936,31.746
898,GLENCROSS, CURTIS,Washington,F(LW),109,1446.38,46,57,1.908,2.365,44.66,2.2716,2.4014,48.61,-0.3633,-0.0369,-3.95,-0.4571,0.0459,-5.84,2.232,2.1994,50.37,592,733,7.7703,92.2237,99.994,8.4443,91.6628,-0.674,0.5609,-1.0362,0.4241,7.6435,92.3537,1165,1443,48.327,59.86,44.67,-3.1584,1.5851,-2.24,-3.0404,1.2091,-2.02,54.7879,53.8105,50.45,3.9485,96.0499,99.9984,4.412,95.8791,-0.4635,0.1708,-0.6562,0.0032,4.074,95.9126,27.2794,23.2323,27.6699,26.086,27.6861,25.6151,31.1853,29.5381,15,18,8,33,23,146,271,10.2739726,5.535055351,0.6222,0.7467,0.3319,1.3689,0.9541,6.0565,11.2418,32.61,39.13,71.74,50,1498,550,542,406,36.7156,36.1816,27.1028
899,BUTLER, CHRIS,St. Louis,D,120,1938.73,69,90,2.135,2.785,43.4,2.2481,2.3307,49.1,-0.1127,0.4546,-5.7,-0.2344,0.4,-6.44,2.1601,2.2231,49.28,849,977,8.1272,90.7881,98.9153,8.3129,91.8003,-0.1857,-1.0122,-0.4877,-0.4768,7.4494,92.2899,1596,1978,49.393,61.215,44.66,-2.2033,5.1698,-3.28,-2.2327,7.8857,-4.53,54.472,54.1659,50.14,4.3233,95.45,99.7733,4.357,95.8414,-0.0337,-0.3914,-0.2672,-0.0772,3.9656,95.8958,33.3552,31.0811,36.8852,32.3798,36.4877,29.4997,33.3153,32.402,3,18,10,21,13,120,252,2.5,1.19047619,0.0928,0.5571,0.3095,0.6499,0.4023,3.7138,7.7989,4.35,26.09,30.43,18.84,1789,661,615,513,36.948,34.3767,28.6752
900,BLUNDEN, MIKE,Tampa Bay,F(RW),29,230.617,8,7,2.081,1.821,53.33,2.1264,1.9715,51.89,-0.045,-0.1503,1.44,0.0728,-0.6217,8.21,2.1108,2.1851,49.14,88,109,9.0909,93.578,102.6689,7.6308,92.9319,1.4601,0.6461,2.1491,2.4889,7.5063,92.4162,171,212,44.489,55.156,44.65,-7.9392,2.0265,-5.02,-14.3027,4.073,-8.86,52.9324,54.5176,49.26,4.6784,96.6981,101.3765,4.0558,96.2893,0.6226,0.4088,1.2619,1.4803,3.9878,95.992,17.2634,17.7778,13.4615,13.6364,18.3868,15.2334,18.75,17.0626,3,2,2,5,5,16,33,18.75,9.090909091,0.7805,0.5203,0.5203,1.3009,1.3009,4.1628,8.5857,37.5,25,62.5,62.5,216,79,75,62,36.5741,34.7222,28.7037
901,BRIERE, DANIEL,Colorado,F(C),126,1352.08,43,50,1.908,2.219,46.24,2.1229,2.2314,48.75,-0.2148,-0.0126,-2.52,-0.3163,0.099,-4.97,2.1684,2.226,49.34,611,729,7.0376,93.1413,100.1789,7.7052,92.7272,-0.6676,0.4141,-1.0384,-0.072,7.5301,92.3157,1103,1368,48.947,60.706,44.64,-2.542,1.3707,-1.82,-1.9293,-0.0884,-0.92,53.9201,54.0759,49.93,3.8985,96.345,100.2435,4.1231,96.2394,-0.2246,0.1057,-0.474,-0.1681,4.0216,95.8835,22.7725,20.1878,23.5849,22.0998,22.7469,23.8636,22.3932,21.215,16,12,6,28,22,160,259,10,6.177606178,0.71,0.5325,0.2663,1.2425,0.9763,7.1002,11.4934,37.21,27.91,65.12,51.16,1297,447,451,399,34.4641,34.7726,30.7633
902,JOENSUU, JESSE,Edmonton,F(LW),62,559.333,7,33,0.751,3.54,17.5,1.8152,2.3854,43.21,-1.0643,1.1546,-25.71,-1.7259,0.8844,-30.76,2.1312,2.2239,48.94,217,274,3.2258,87.9562,91.182,6.9689,91.9877,-3.7431,-4.0315,-5.6489,-3.8289,7.4561,92.3175,447,555,47.95,59.535,44.61,-1.7422,2.2042,-1.82,-3.3214,0.1186,-1.71,53.8762,54.512,49.71,1.566,94.0541,95.6201,3.6528,95.8393,-2.0868,-1.7853,-3.2647,-1.4767,3.9558,95.9203,19.2265,6.7308,24.0876,18.2077,19.2575,10.3576,29.4671,16.2063,3,3,1,6,4,54,96,5.555555556,3.125,0.3218,0.3218,0.1073,0.6436,0.4291,5.7926,10.298,42.86,42.86,85.71,57.14,542,176,282,84,32.4723,52.0295,15.4982
903,HOLDEN, NICK,Colorado,D,214,3431.08,129,135,2.256,2.361,48.86,2.3821,2.2595,51.32,-0.1262,0.1013,-2.46,-0.0813,-0.0297,-0.57,2.2492,2.2188,50.34,1554,1885,8.3012,92.8382,101.1394,8.5665,92.6983,-0.2653,0.1399,-0.1992,0.5217,7.7073,92.2645,2854,3544,49.908,61.975,44.61,-0.3652,2.3528,-1.14,1.0229,1.1187,0.06,54.9091,53.8863,50.47,4.52,96.1907,100.7107,4.7382,96.2104,-0.2182,-0.0196,-0.261,0.1189,4.0961,95.8824,33.695,32.9082,33.4158,34.1592,34.1032,33.197,33.7702,33.3914,14,23,8,37,22,210,448,6.666666667,3.125,0.2448,0.4022,0.1399,0.647,0.3847,3.6723,7.8343,10.85,17.83,28.68,17.05,3232,1150,1108,974,35.5817,34.2822,30.1361
904,COOKE, MATT,Minnesota,F(LW),111,1323.95,42,39,1.903,1.767,51.85,2.0695,2.0939,49.71,-0.1661,-0.3264,2.14,-0.2945,-0.2637,-0.12,2.247,2.2238,50.26,493,608,8.5193,93.5855,102.1048,7.7883,92.2139,0.731,1.3716,0.7319,1.2955,7.6876,92.3127,967,1201,43.823,54.428,44.6,-5.7772,1.9125,-3.97,-8.0779,4.1941,-6.21,54.7746,54.2679,50.23,4.3433,96.7527,101.096,4.1724,96.0128,0.171,0.7399,0.1085,0.7962,4.1022,95.9022,25.0642,22.4599,22.5434,22.0223,26.6002,19.3507,34.7573,26.0457,13,19,11,32,24,120,213,10.83333333,6.103286385,0.5891,0.8611,0.4985,1.4502,1.0877,5.4383,9.6529,30.95,45.24,76.19,57.14,1308,467,537,304,35.7034,41.055,23.2416
905,REINHART, MAX,Calgary,F(C),12,112.183,3,5,1.605,2.674,37.5,2.0322,2.5508,44.34,-0.4276,0.1234,-6.84,-0.9087,-0.3681,-7.74,2.1921,2.1919,50,32,59,9.375,91.5254,100.9004,7.9014,91.2391,1.4736,0.2863,-0.7854,3.2601,7.458,92.442,95,118,50.81,63.111,44.6,1.7124,3.7839,-0.68,-1.439,7.4231,-3.81,55.4787,54.1775,50.59,3.1579,95.7627,98.9206,4.139,95.7005,-0.9811,0.0622,-1.6522,1.2259,3.9512,95.9542,19.828,13.6364,17.8571,19.3878,21.8924,15.2174,16.8539,19.4595,0,2,1,2,1,8,26,0,0,0,1.0697,0.5348,1.0697,0.5348,4.2787,13.9058,0,66.67,66.67,33.33,94,36,30,28,38.2979,31.9149,29.7872
906,STEWART, CHRIS,Anaheim,F(RW),200,2352.15,86,102,2.194,2.602,45.74,2.0606,2.177,48.63,0.1332,0.4249,-2.88,0.0255,0.4922,-4.94,2.1796,2.1863,49.92,1007,1238,8.5402,91.7609,100.3011,7.4036,92.4823,1.1366,-0.7214,0.534,-0.8534,7.5612,92.3795,1880,2336,47.956,59.588,44.59,-3.5486,4.5077,-3.73,-2.2653,4.1344,-2.93,54.1368,53.889,50.11,4.5745,95.6336,100.2081,4.0008,96.0476,0.5737,-0.414,0.2571,-0.5621,4.0261,95.9429,24.7095,24.9275,28.8136,23.8609,26.0714,25.4237,22.9295,25.1416,26,33,26,59,52,278,453,9.352517986,5.739514349,0.6632,0.8418,0.6632,1.505,1.3264,7.0914,11.5554,30.23,38.37,68.6,60.47,2195,799,706,690,36.4009,32.164,31.4351
907,POTTER, COREY,Nashville,D,26,290.067,11,13,2.275,2.689,45.83,1.9761,2.3929,45.23,0.2992,0.2961,0.6,-0.034,0.6918,-7.79,2.0465,2.2299,47.86,117,133,9.4017,90.2256,99.6273,7.2039,91.9807,2.1978,-1.7551,0.8764,-2.9075,7.3457,92.1751,224,279,46.334,57.711,44.53,-5.7166,0.8249,-3.25,-4.6584,-2.0197,-1.52,52.4683,54.1768,49.2,4.9107,95.3405,100.2512,3.7965,95.7935,1.1142,-0.453,0.382,-1.3157,3.9004,95.884,23.1797,22.9167,28.8889,21.5178,22.5728,23.416,18.8372,19.7727,0,3,2,3,2,19,30,0,0,0,0.6205,0.4137,0.6205,0.4137,3.9301,6.2055,0,27.27,27.27,18.18,253,87,81,85,34.3874,32.0158,33.5968
