PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
370. Ben Smith,Vegas Golden Knights,,UFA,29,"RW, C",,22,2,4,6,2,05:59,-,-,-,-,-,,"$1,500,000","$1,500,000"
371. Marek Zidlicky,Vancouver Canucks,NMC,UFA,40,D,,53,4,12,16,5,15:35,-,-,-,-,-,,"$1,500,000","$1,500,000"
372. Jay Harrison,Philadelphia Flyers,,UFA,34,D,,0,0,0,0,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
373. Thomas Greiss,Chicago Blackhawks,,UFA,31,G,,41,-,-,-,-,-,23,11,1,2.36,.925,,"$1,000,000","$1,500,000"
374. Dominic Moore,Carolina Hurricanes,M-NTC,UFA,36,"C, LW",,80,6,9,15,-2,13:17,-,-,-,-,-,,"$1,500,000","$1,500,000"
375. Marcus Kruger,Dallas Stars,,UFA,27,C,,41,0,4,4,-5,13:31,-,-,-,-,-,,"$1,500,000","$1,500,000"
376. Yannick Weber,Tampa Bay Lightning,,UFA,28,D,,45,0,7,7,-17,18:49,-,-,-,-,-,,"$1,500,000","$1,500,000"
377. Pierre-Alexandre Parenteau,New York Rangers,,UFA,34,RW,,77,20,21,41,0,16:15,-,-,-,-,-,,"$1,500,000","$1,500,000"
378. Kyle Palmieri,Los Angeles Kings,,UFA,26,"RW, LW",,82,30,27,57,3,17:48,-,-,-,-,-,,"$1,600,000","$1,466,667"
379. Andrej Sustr,Boston Bruins,,UFA,26,D,,77,4,17,21,-2,16:50,-,-,-,-,-,,"$1,300,000","$1,450,000"
380. Tanner Glass,Detroit Red Wings,,UFA,33,LW,,57,4,3,7,-3,10:17,-,-,-,-,-,,"$1,450,000","$1,450,000"
381. Cam Talbot,Anaheim Ducks,,UFA,30,G,,56,-,-,-,-,-,21,27,3,2.55,.917,,"$1,450,000","$1,450,000"
382. Reto Berra,Tampa Bay Lightning,,UFA,30,G,,14,-,-,-,-,-,5,8,2,2.41,.922,,"$1,450,000","$1,450,000"
383. Tanner Pearson,Edmonton Oilers,,UFA,24,LW,,79,15,21,36,11,14:27,-,-,-,-,-,,"$1,250,000","$1,400,000"
384. Andrew Hammond,Winnipeg Jets,,UFA,29,G,,24,-,-,-,-,-,7,11,1,2.65,.914,,"$1,200,000","$1,350,000"
385. Drew Miller,Calgary Flames,,UFA,33,"LW, RW",,28,1,1,2,-5,12:58,-,-,-,-,-,,"$1,350,000","$1,350,000"
386. Cody McLeod,Calgary Flames,,UFA,33,"LW, RW",,82,8,5,13,1,10:32,-,-,-,-,-,,"$1,500,000","$1,333,333"
387. Chad Johnson,Calgary Flames,,UFA,31,G,,45,-,-,-,-,-,22,16,1,2.36,.920,,"$1,600,000","$1,300,000"
388. David Savard,Calgary Flames,,UFA,26,D,,65,4,21,25,-7,23:10,-,-,-,-,-,,"$1,300,000","$1,300,000"
389. Derek MacKenzie,Anaheim Ducks,,UFA,36,"C, LW",,64,6,7,13,7,13:09,-,-,-,-,-,,"$1,300,000","$1,300,000"
390. Joe Colborne,Winnipeg Jets,,UFA,27,"C, LW, RW",,73,19,25,44,-9,15:09,-,-,-,-,-,,"$1,275,000","$1,275,000"
391. Sami Vatanen,Columbus Blue Jackets,,UFA,26,D,,71,9,29,38,8,21:18,-,-,-,-,-,,"$1,275,000","$1,262,500"
392. Erik Condra,Carolina Hurricanes,,UFA,30,RW,,54,6,5,11,-4,10:42,-,-,-,-,-,,"$1,000,000","$1,250,000"
393. Eric Gryba,Chicago Blackhawks,,UFA,29,D,,53,1,5,6,0,17:52,-,-,-,-,-,,"$1,300,000","$1,250,000"
394. Vernon Fiddler,Florida Panthers,,UFA,37,"C, LW",,82,12,10,22,5,11:38,-,-,-,-,-,,"$1,500,000","$1,250,000"
395. Brandon Bollig,Florida Panthers,,UFA,30,LW,,54,2,2,4,-10,09:17,-,-,-,-,-,,"$1,300,000","$1,250,000"
396. Darcy Kuemper,Colorado Avalanche,,UFA,27,G,,21,-,-,-,-,-,6,7,2,2.43,.915,,"$1,500,000","$1,250,000"
397. Alex Chiasson,Florida Panthers,,UFA,26,RW,,77,8,6,14,2,13:38,-,-,-,-,-,,"$1,200,000","$1,200,000"
398. Torrey Mitchell,San Jose Sharks,,UFA,32,"C, RW",,71,11,8,19,2,12:41,-,-,-,-,-,,"$1,000,000","$1,200,000"
399. Chris Thorburn,Colorado Avalanche,,UFA,34,"RW, LW",,82,6,6,12,-1,10:07,-,-,-,-,-,,"$1,200,000","$1,200,000"
400. Mike Brown,Columbus Blue Jackets,,UFA,32,RW,,58,2,3,5,-5,09:39,-,-,-,-,-,,"$1,250,000","$1,200,000"
401. Jay McClement,Montreal Canadiens,,UFA,34,C,,77,3,8,11,-17,11:36,-,-,-,-,-,,"$1,300,000","$1,200,000"
402. Matt Hunwick,Nashville Predators,,UFA,32,D,,60,2,8,10,-17,22:33,-,-,-,-,-,,"$1,200,000","$1,200,000"
403. Frederik Andersen,Carolina Hurricanes,,UFA,27,G,,43,-,-,-,-,-,22,9,3,2.30,.919,,"$1,300,000","$1,150,000"
404. Patrick Eaves,Boston Bruins,,UFA,33,"RW, LW",,54,11,6,17,-5,12:58,-,-,-,-,-,,"$1,150,000","$1,150,000"
405. Eddie Lack,Buffalo Sabres,,UFA,29,G,,34,-,-,-,-,-,12,14,2,2.81,.901,,"$1,300,000","$1,150,000"
406. Michael Stone,San Jose Sharks,,UFA,27,D,,75,6,30,36,-10,22:27,-,-,-,-,-,,"$1,450,000","$1,150,000"
407. Riley Nash,Arizona Coyotes,,UFA,28,"C, RW",,64,9,13,22,-5,12:57,-,-,-,-,-,,"$1,150,000","$1,150,000"
408. Ryan Reaves,Buffalo Sabres,,UFA,30,RW,,64,3,1,4,-6,08:01,-,-,-,-,-,,"$1,125,000","$1,125,000"
409. Mark Pysyk,Philadelphia Flyers,,UFA,25,D,,55,1,10,11,-1,15:54,-,-,-,-,-,,"$1,000,000","$1,125,000"
410. Joe Vitale,New York Islanders,,UFA,31,"C, RW",,1,0,0,0,1,06:13,-,-,-,-,-,,"$1,100,000","$1,116,667"
411. Ben Lovejoy,Los Angeles Kings,,UFA,33,D,,66,4,6,10,9,18:52,-,-,-,-,-,,"$1,200,000","$1,100,000"
412. Mark Borowiecki,New York Rangers,,UFA,28,D,,63,1,1,2,-4,14:37,-,-,-,-,-,,"$1,000,000","$1,100,000"
413. Michael Raffl,Winnipeg Jets,,UFA,28,"LW, C",,82,13,18,31,9,14:17,-,-,-,-,-,,"$1,200,000","$1,100,000"
414. Dalton Prout,Anaheim Ducks,,UFA,27,D,,64,3,6,9,-6,16:10,-,-,-,-,-,,"$1,100,000","$1,075,000"
415. Robert Bortuzzo,Calgary Flames,,UFA,28,D,,40,2,1,3,2,13:16,-,-,-,-,-,,"$1,050,000","$1,050,000"
416. Al Montoya,San Jose Sharks,,UFA,32,G,,25,-,-,-,-,-,12,7,0,2.18,.919,,"$1,100,000","$1,050,000"
417. Alex Petrovic,Detroit Red Wings,,RFA,25,D,,66,2,15,17,17,16:57,-,-,-,-,-,,"$900,000","$1,050,000"
418. Mattias Ekholm,Edmonton Oilers,,UFA,27,D,,82,8,27,35,14,20:14,-,-,-,-,-,,"$1,037,500","$1,037,500"
419. Dale Weise,St. Louis Blues,,UFA,28,RW,,71,14,13,27,4,09:56,-,-,-,-,-,,"$1,025,000","$1,025,000"
420. Brett Connolly,Boston Bruins,,UFA,25,"RW, LW",,71,9,16,25,-1,12:57,-,-,-,-,-,,"$1,025,000","$1,025,000"
421. Adam Pardy,Minnesota Wild,,UFA,33,D,,23,0,4,4,-7,20:13,-,-,-,-,-,,"$1,000,000","$1,000,000"
422. Mike Richards,Buffalo Sabres,,UFA,32,C,,39,2,3,5,-2,12:10,-,-,-,-,-,,"$1,000,000","$1,000,000"
423. Nathan Beaulieu,Edmonton Oilers,,RFA,24,D,,64,2,17,19,-6,17:27,-,-,-,-,-,,"$1,000,000","$1,000,000"
424. Matt Martin,Philadelphia Flyers,,UFA,28,"LW, RW",,80,10,9,19,2,10:33,-,-,-,-,-,,"$1,300,000","$1,000,000"
425. Casey Cizikas,Arizona Coyotes,,UFA,26,C,,80,8,21,29,4,12:40,-,-,-,-,-,,"$1,200,000","$1,000,000"
426. Erik Haula,San Jose Sharks,,UFA,26,"C, LW",,76,14,20,34,21,12:43,-,-,-,-,-,,"$950,000","$1,000,000"
427. Justin Fontaine,Montreal Canadiens,,UFA,29,RW,,60,5,11,16,3,11:51,-,-,-,-,-,,"$1,050,000","$1,000,000"
428. Anders Nilsson,Carolina Hurricanes,,UFA,27,G,,29,-,-,-,-,-,10,13,0,3.12,.901,,"$1,000,000","$1,000,000"
429. Radko Gudas,Colorado Avalanche,,UFA,27,D,,76,5,9,14,-3,19:50,-,-,-,-,-,,"$1,400,000","$991,667"
430. Richard Panik,Minnesota Wild,,UFA,26,RW,,30,6,2,8,4,10:50,-,-,-,-,-,,"$975,000","$975,000"
431. Josh Jooris,Arizona Coyotes,,UFA,27,C,,59,4,9,13,-1,12:17,-,-,-,-,-,,"$975,000","$975,000"
432. Brian Flynn,Boston Bruins,,UFA,29,RW,,56,4,6,10,-3,11:43,-,-,-,-,-,,"$950,000","$950,000"
433. J.T. Brown,Philadelphia Flyers,,UFA,27,RW,,78,8,14,22,16,13:21,-,-,-,-,-,,"$975,000","$950,000"
434. Jesper Fast,Toronto Maple Leafs,,UFA,25,"RW, LW",,79,10,20,30,9,14:56,-,-,-,-,-,,"$900,000","$950,000"
435. Jordan Nolan,Toronto Maple Leafs,,UFA,28,"C, LW, RW",,52,0,5,5,0,08:53,-,-,-,-,-,,"$850,000","$950,000"
436. Ryan Spooner,New Jersey Devils,,RFA,25,"C, LW",,80,13,36,49,-9,15:08,-,-,-,-,-,,"$800,000","$950,000"
437. Riley Sheahan,Arizona Coyotes,,RFA,25,C,,81,14,11,25,-8,15:13,-,-,-,-,-,,"$1,050,000","$950,000"
438. Josh Manson,New York Islanders,,RFA,25,D,,71,5,10,15,11,18:46,-,-,-,-,-,,"$925,000","$925,000"
439. Andrei Vasilevskiy,Ottawa Senators,,RFA,23,G,,24,-,-,-,-,-,11,10,1,2.76,.910,,"$925,000","$925,000"
440. Leon Draisaitl,Detroit Red Wings,,RFA,21,C,,72,19,32,51,-2,18:03,-,-,-,-,-,,"$925,000","$925,000"
441. Buddy Robinson,New York Islanders,,RFA,25,RW,,3,1,1,2,2,08:36,-,-,-,-,-,,"$925,000","$925,000"
442. Johnny Gaudreau,Boston Bruins,,UFA,23,LW,,79,30,48,78,4,19:55,-,-,-,-,-,,"$925,000","$925,000"
443. Sean Monahan,Boston Bruins,,UFA,22,C,,81,27,36,63,-6,19:10,-,-,-,-,-,,"$925,000","$925,000"
444. Tyler Wotherspoon,Buffalo Sabres,,RFA,24,D,,11,0,1,1,0,14:10,-,-,-,-,-,,"$925,000","$925,000"
445. Sam Bennett,Buffalo Sabres,,RFA,21,C,,77,18,18,36,-11,15:08,-,-,-,-,-,,"$925,000","$925,000"
446. Nicolas Kerdiles,Montreal Canadiens,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
447. Marko Dano,Winnipeg Jets,,RFA,22,"C, LW, RW",,34,5,5,10,-7,09:41,-,-,-,-,-,,"$925,000","$925,000"
448. Alexander Wennberg,Philadelphia Flyers,,RFA,22,C,,69,8,32,40,-1,15:51,-,-,-,-,-,,"$925,000","$925,000"
449. Trevor Van Riemsdyk,New Jersey Devils,,RFA,26,D,,82,3,11,14,-5,19:59,-,-,-,-,-,,"$925,000","$925,000"
450. Ville Pokka,New Jersey Devils,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
451. Aleksander Barkov,Minnesota Wild,,UFA,21,C,,66,28,31,59,18,19:25,-,-,-,-,-,,"$925,000","$925,000"
452. Aaron Ekblad,Ottawa Senators,,UFA,21,D,,78,15,21,36,18,21:40,-,-,-,-,-,,"$925,000","$925,000"
453. Rocco Grimaldi,Vancouver Canucks,,RFA,24,C,,20,3,2,5,-4,11:51,-,-,-,-,-,,"$925,000","$925,000"
454. Michael Matheson,Dallas Stars,,RFA,23,D,,3,0,0,0,1,17:32,-,-,-,-,-,,"$925,000","$925,000"
455. Tomas Hertl,Montreal Canadiens,,RFA,23,"C, RW",,81,21,25,46,16,15:58,-,-,-,-,-,,"$925,000","$925,000"
456. Nathan MacKinnon,St. Louis Blues,,UFA,21,"C, RW",,72,21,31,52,-4,18:51,-,-,-,-,-,,"$925,000","$925,000"
457. Seth Jones,Chicago Blackhawks,,UFA,22,D,,81,3,28,31,-14,24:27,-,-,-,-,-,,"$925,000","$925,000"
458. Jacob De La Rose,New York Rangers,,RFA,22,LW,,22,0,1,1,-6,12:26,-,-,-,-,-,,"$925,000","$925,000"
459. Matt O'Connor,Toronto Maple Leafs,,RFA,25,G,,1,-,-,-,-,-,0,1,0,3.10,.912,,"$925,000","$925,000"
460. Elias Lindholm,Vancouver Canucks,,RFA,22,"C, RW",,82,11,28,39,-23,18:06,-,-,-,-,-,,"$925,000","$925,000"
461. David Pastrnak,Anaheim Ducks,,RFA,21,"RW, LW",,51,15,11,26,3,13:56,-,-,-,-,-,,"$925,000","$925,000"
462. Rasmus Ristolainen,Anaheim Ducks,,UFA,22,D,,82,9,32,41,-21,25:16,-,-,-,-,-,,"$925,000","$925,000"
463. Ryan Carpenter,Calgary Flames,,UFA,26,C,,1,0,0,0,0,07:27,-,-,-,-,-,,"$925,000","$925,000"
464. Tyler Gaudet,Ottawa Senators,,RFA,24,C,,14,1,2,3,-2,10:36,-,-,-,-,-,,"$925,000","$925,000"
465. Jake McCabe,Toronto Maple Leafs,,RFA,23,D,,77,4,10,14,6,19:07,-,-,-,-,-,,"$925,000","$925,000"
466. Shayne Gostisbehere,Winnipeg Jets,,UFA,24,D,,64,17,29,46,8,20:05,-,-,-,-,-,,"$925,000","$925,000"
467. Scott Mayfield,Pittsburgh Penguins,,RFA,24,D,,6,1,0,1,-4,17:06,-,-,-,-,-,,"$925,000","$925,000"
468. Adrian Kempe,Montreal Canadiens,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
469. Stephon Williams,Winnipeg Jets,,UFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
470. Brady Skjei,Edmonton Oilers,,RFA,23,D,,7,0,0,0,1,17:44,-,-,-,-,-,,"$925,000","$925,000"
471. Brody Hoffman,Dallas Stars,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
472. Andrew Copp,Tampa Bay Lightning,,RFA,23,C,,77,7,6,13,8,08:00,-,-,-,-,-,,"$925,000","$925,000"
473. Brandon Montour,Ottawa Senators,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
474. Kenney Morrison,Toronto Maple Leafs,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
475. Jon Gillies,Carolina Hurricanes,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
476. Joonas Donskoi,Columbus Blue Jackets,,UFA,25,RW,,76,11,25,36,4,14:09,-,-,-,-,-,,"$925,000","$925,000"
477. Dylan Larkin,Washington Capitals,,RFA,20,"C, LW",,80,23,22,45,11,16:32,-,-,-,-,-,,"$925,000","$925,000"
478. Anton Slepyshev,Washington Capitals,,RFA,23,LW,,11,0,1,1,-5,08:41,-,-,-,-,-,,"$925,000","$925,000"
479. Jordan Schmaltz,St. Louis Blues,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
480. Zane McIntyre,Nashville Predators,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
481. Mike Reilly,Nashville Predators,,RFA,24,D,,29,1,6,7,-4,12:04,-,-,-,-,-,,"$925,000","$925,000"
482. Jack Eichel,Buffalo Sabres,,RFA,20,C,,81,24,32,56,-16,19:07,-,-,-,-,-,,"$925,000","$925,000"
483. Connor McDavid,Colorado Avalanche,,UFA,20,C,,45,16,32,48,-1,18:53,-,-,-,-,-,,"$925,000","$925,000"
484. Ivan Provorov,Minnesota Wild,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
485. Dylan Strome,Vancouver Canucks,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
486. Timo Meier,Buffalo Sabres,,RFA,20,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
487. Noah Juulsen,Toronto Maple Leafs,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
488. Noah Hanifin,Carolina Hurricanes,,RFA,20,D,,79,4,18,22,-14,17:54,-,-,-,-,-,,"$925,000","$925,000"
489. Mikko Rantanen,Montreal Canadiens,,RFA,20,RW,,9,0,0,0,-7,08:57,-,-,-,-,-,,$0,"$925,000"
490. Joel Eriksson Ek,Philadelphia Flyers,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
491. Lawson Crouse,Washington Capitals,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
492. Jakub Zboril,Dallas Stars,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
493. Travis Konecny,Anaheim Ducks,,RFA,20,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
494. Travis Dermott,Arizona Coyotes,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
495. Mitchell Marner,Winnipeg Jets,,RFA,20,"C, RW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
496. Pavel Zacha,Florida Panthers,,RFA,20,C,,1,0,2,2,4,16:51,-,-,-,-,-,,$0,"$925,000"
497. Nick Merkley,Vancouver Canucks,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
498. Mathew Barzal,New York Islanders,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
499. Thomas Chabot,New York Islanders,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
500. Evgeny Svechnikov,Philadelphia Flyers,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
501. Anthony Beauvillier,New Jersey Devils,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
502. Jake DeBrusk,New York Rangers,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
503. Zach Senyshyn,Vancouver Canucks,,RFA,20,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
504. Hudson Fasching,Columbus Blue Jackets,,RFA,21,RW,,7,1,1,2,2,11:31,-,-,-,-,-,,"$925,000","$925,000"
505. Casey Nelson,San Jose Sharks,,RFA,25,D,,7,0,4,4,1,14:49,-,-,-,-,-,,"$925,000","$925,000"
506. Charlie Lindgren,Boston Bruins,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
507. Brandon Tanev,Edmonton Oilers,,RFA,25,"C, LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
508. Alex Lyon,Arizona Coyotes,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
509. Steven Santini,Edmonton Oilers,,RFA,22,D,,1,0,0,0,2,14:35,-,-,-,-,-,,"$925,000","$925,000"
510. Miles Wood,Dallas Stars,,RFA,21,LW,,1,0,0,0,0,13:06,-,-,-,-,-,,"$925,000","$925,000"
511. Casey Bailey,Montreal Canadiens,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$912,500"
512. Andrej Nestrasil,Nashville Predators,,UFA,26,"C, RW, LW",,55,9,14,23,4,14:21,-,-,-,-,-,,"$875,000","$912,500"
513. Jason Zucker,Edmonton Oilers,,RFA,25,"LW, RW",,71,13,10,23,-4,15:34,-,-,-,-,-,,"$950,000","$900,250"
514. Jean-Gabriel Pageau,Tampa Bay Lightning,,UFA,24,C,,82,19,24,43,17,16:42,-,-,-,-,-,,"$700,000","$900,000"
515. Simon Despres,Tampa Bay Lightning,,UFA,26,D,,32,0,4,4,2,19:37,-,-,-,-,-,,"$900,000","$900,000"
516. Sven Baertschi,Boston Bruins,,RFA,24,LW,,69,15,13,28,-14,13:27,-,-,-,-,-,,"$900,000","$900,000"
517. Patrik Nemeth,Pittsburgh Penguins,,RFA,25,D,,38,0,8,8,-1,15:38,-,-,-,-,-,,"$900,000","$900,000"
518. Jyrki Jokipakka,New York Rangers,,UFA,25,D,,58,2,10,12,4,17:54,-,-,-,-,-,,"$900,000","$900,000"
519. Paul Byron,Dallas Stars,,UFA,28,"C, LW, RW",,62,11,7,18,-9,13:45,-,-,-,-,-,,"$900,000","$900,000"
520. Kyle Brodziak,Arizona Coyotes,,UFA,33,C,,76,7,4,11,-1,10:48,-,-,-,-,-,,"$900,000","$900,000"
521. Tomas Jurco,Winnipeg Jets,,RFA,24,"RW, LW",,44,4,2,6,-6,09:10,-,-,-,-,-,,"$850,000","$900,000"
522. Kevin Hayes,Colorado Avalanche,,RFA,25,C,,79,14,22,36,4,13:39,-,-,-,-,-,,"$900,000","$900,000"
523. Jesse Winchester,Nashville Predators,,UFA,33,"C, RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
524. Zach Hyman,New York Rangers,,UFA,25,"C, RW, LW",,16,4,2,6,0,15:41,-,-,-,-,-,,"$900,000","$900,000"
525. Ben Hutton,Winnipeg Jets,,RFA,24,D,,75,1,24,25,-21,19:52,-,-,-,-,-,,"$867,500","$896,250"
526. Rickard Rakell,Pittsburgh Penguins,,UFA,24,C,,72,20,23,43,-1,16:04,-,-,-,-,-,,"$832,500","$894,167"
527. Hampus Lindholm,Edmonton Oilers,,UFA,23,D,,80,10,18,28,7,22:00,-,-,-,-,-,,"$832,500","$894,167"
528. Curtis Lazar,Dallas Stars,,RFA,22,"C, RW",,76,6,14,20,-1,13:51,-,-,-,-,-,,"$925,000","$894,167"
529. Cody Ceci,Calgary Flames,,RFA,23,D,,75,10,16,26,9,19:18,-,-,-,-,-,,"$832,500","$894,167"
530. Morgan Rielly,New Jersey Devils,,UFA,23,D,,82,9,27,36,-17,23:13,-,-,-,-,-,,"$832,500","$894,167"
531. Jacob Trouba,Los Angeles Kings,,RFA,23,D,,81,6,15,21,10,22:03,-,-,-,-,-,,"$832,500","$894,167"
532. Olli Määttä,Toronto Maple Leafs,,UFA,22,D,,67,6,13,19,27,19:57,-,-,-,-,-,,"$832,500","$894,167"
533. Jonathan Drouin,Montreal Canadiens,,UFA,22,LW,,21,4,6,10,1,14:26,-,-,-,-,-,,"$925,000","$894,167"
534. Joel Armia,Chicago Blackhawks,,RFA,24,RW,,43,4,6,10,2,12:09,-,-,-,-,-,,"$832,500","$894,167"
535. Oscar Klefbom,Dallas Stars,,UFA,24,D,,30,4,8,12,-4,21:53,-,-,-,-,-,,"$832,500","$894,167"
536. David Musil,Chicago Blackhawks,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$832,500","$894,167"
537. Julius Honka,Philadelphia Flyers,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
538. Slater Koekkoek,Minnesota Wild,,RFA,23,D,,9,0,1,1,-1,10:18,-,-,-,-,-,,"$925,000","$894,167"
539. Patrick Sieloff,Edmonton Oilers,,RFA,23,D,,1,1,0,1,1,17:59,-,-,-,-,-,,"$925,000","$894,167"
540. Tyler Biggs,Arizona Coyotes,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$832,500","$894,167"
541. William Nylander,Montreal Canadiens,,RFA,21,"C, RW",,22,6,7,13,1,16:20,-,-,-,-,-,,"$925,000","$894,167"
542. Teuvo Teravainen,Calgary Flames,,RFA,22,"C, LW, RW",,78,13,22,35,-2,15:20,-,-,-,-,-,,"$925,000","$894,167"
543. Ryan Murray,Vancouver Canucks,,RFA,23,D,,82,4,21,25,-10,22:50,-,-,-,-,-,,"$832,500","$894,167"
544. Tom Wilson,Vegas Golden Knights,,RFA,23,RW,,82,7,16,23,3,12:54,-,-,-,-,-,,"$832,500","$894,167"
545. Andre Burakovsky,New York Islanders,,RFA,22,"LW, C",,79,17,21,38,4,13:01,-,-,-,-,-,,"$925,000","$894,167"
546. Robby Fabbri,Montreal Canadiens,,RFA,21,"C, LW",,72,18,19,37,-2,13:18,-,-,-,-,-,,"$925,000","$894,167"
547. Kevin Fiala,Boston Bruins,,RFA,21,LW,,5,1,0,1,0,13:09,-,-,-,-,-,,$0,"$894,167"
548. Filip Forsberg,Detroit Red Wings,,UFA,22,"C, RW",,82,33,31,64,1,19:03,-,-,-,-,-,,"$832,500","$894,167"
549. Zemgus Girgensons,Vegas Golden Knights,,RFA,23,"C, LW",,71,7,11,18,0,15:02,-,-,-,-,-,,"$832,500","$894,167"
550. Nikita Zadorov,Colorado Avalanche,,RFA,22,D,,22,0,2,2,-5,16:55,-,-,-,-,-,,"$925,000","$894,167"
551. Matt Dumba,Winnipeg Jets,,RFA,23,D,,81,10,16,26,1,16:50,-,-,-,-,-,,"$832,500","$894,167"
552. Nikolay Goldobin,Philadelphia Flyers,,RFA,21,LW,,9,1,1,2,1,11:11,-,-,-,-,-,,$0,"$894,167"
553. Henrik Samuelsson,Calgary Flames,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
554. Sam Reinhart,Toronto Maple Leafs,,RFA,21,C,,79,23,19,42,-8,16:50,-,-,-,-,-,,"$925,000","$894,167"
555. Kasperi Kapanen,Minnesota Wild,,RFA,21,RW,,9,0,0,0,-3,14:46,-,-,-,-,-,,$0,"$894,167"
556. Haydn Fleury,St. Louis Blues,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
557. Nikita Scherbak,Chicago Blackhawks,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
558. Robert Hagg,New York Islanders,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
559. Jakub Vrana,Arizona Coyotes,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
560. Jason Dickinson,Calgary Flames,,RFA,22,C,,1,1,0,1,1,11:55,-,-,-,-,-,,"$925,000","$894,167"
561. Nick Ritchie,Arizona Coyotes,,RFA,21,LW,,33,2,2,4,-2,11:45,-,-,-,-,-,,"$925,000","$894,167"
562. Brendan Perlini,Pittsburgh Penguins,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
563. Nikolaj Ehlers,Vegas Golden Knights,,RFA,21,LW,,72,15,23,38,3,16:06,-,-,-,-,-,,"$925,000","$894,167"
564. Jared McCann,Carolina Hurricanes,,RFA,21,C,,69,9,9,18,-6,12:31,-,-,-,-,-,,"$925,000","$894,167"
565. Jake Virtanen,Winnipeg Jets,,RFA,20,RW,,55,7,6,13,-7,11:33,-,-,-,-,-,,"$925,000","$894,167"
566. Joshua Ho-Sang,Arizona Coyotes,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
567. Michael Dal Colle,Colorado Avalanche,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
568. Travis Sanheim,Montreal Canadiens,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
